Rk,Player,Tm,Age,Pos,Year,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Succ%,Lng,Y/Tgt,R/G,Y/G,Fmb,Player-additional
194,Thurman Thomas,MIA,34,RB,2000,9,0,24,16,66.70%,117,7.3,1,6,37.5,15,4.9,1.8,13,1,ThomTh00
195,Kimble Anders,KAN,34,RB,2000,15,7,19,15,78.90%,76,5.1,0,0,36.8,12,4,1,5.1,1,AndeKi00
196,Reidel Anthony,TAM,24,WR,2000,16,1,33,15,45.50%,232,15.5,4,13,42.4,46,7,0.9,14.5,0,AnthRe00
197,Mario Bates,DET,27,RB,2000,13,0,21,15,71.40%,109,7.3,0,5,28.6,17,5.2,1.2,8.4,0,BateMa00
198,Brad Hoover,CAR,24,FB,2000,16,4,19,15,78.90%,112,7.5,0,6,63.2,16,5.9,0.9,7,1,HoovBr00
199,Brian Kozlowski,ATL,30,TE,2000,16,3,25,15,60.00%,151,10.1,2,10,52,30,6,0.9,9.4,0,KozlBr00
200,Rod Rutledge,NWE,25,TE,2000,16,11,20,15,75.00%,103,6.9,1,3,50,16,5.2,0.9,6.4,0,RutlRo00
201,Yancey Thigpen,TEN,31,WR,2000,12,0,26,15,57.70%,289,19.3,2,10,46.2,56,11.1,1.3,24.1,0,ThigYa00
202,Autry Denson,MIA,24,RB,2000,11,0,23,14,60.90%,105,7.5,0,6,34.8,28,4.6,1.3,9.5,1,DensAu00
203,Ron Dugans,CIN,23,WR,2000,14,5,38,14,36.80%,125,8.9,1,8,26.3,17,3.3,1,8.9,0,DugaRo00
204,Chris Hetherington,CAR,28,FB,2000,16,5,21,14,66.70%,116,8.3,1,9,52.4,19,5.5,0.9,7.3,0,HethCh00
205,Rob Konrad,MIA,24,FB,2000,15,14,24,14,58.30%,83,5.9,0,2,29.2,18,3.5,0.9,5.5,0,KonrRo00
206,O.J. McDuffie,MIA,31,WR,2000,9,1,25,14,56.00%,143,10.2,0,9,40,24,5.7,1.6,15.9,0,McDuO.00
207,Errict Rhett,CLE,30,RB,2000,5,4,19,14,73.70%,78,5.6,0,1,31.6,16,4.1,2.8,15.6,0,RhetEr00
208,Tony Simmons,NWE,26,WR,2000,12,2,30,14,46.70%,231,16.5,1,11,43.3,46,7.7,1.2,19.3,0,SimmTo00
209,R. Jay Soward,JAX,22,WR,2000,13,2,34,14,41.20%,154,11,1,5,26.5,45,4.5,1.1,11.8,3,SowaR.00
210,Michael Wiley,DAL,22,RB,2000,10,0,18,14,77.80%,72,5.1,1,3,38.9,15,4,1.4,7.2,3,WileMi00
211,Mike Alstott*,TAM,27,FB,2000,13,13,19,13,68.40%,93,7.2,0,3,47.4,21,4.9,1,7.2,3,AlstMi00
212,Marco Battaglia,CIN,27,TE,2000,16,10,36,13,36.10%,105,8.1,0,3,25,15,2.9,0.8,6.6,0,BattMa00
213,Jerome Bettis,PIT,28,RB,2000,16,16,19,13,68.40%,97,7.5,0,5,47.4,25,5.1,0.8,6.1,1,BettJe00
214,Jeremy Brigham,OAK,25,TE,2000,15,3,19,13,68.40%,107,8.2,2,8,47.4,19,5.6,0.9,7.1,0,BrigJe00
215,Trevor Gaylor,SDG,23,WR,2000,14,2,31,13,41.90%,182,14,1,7,35.5,62,5.9,0.9,13,0,GaylTr00
216,Napoleon Kaufman,OAK,27,RB,2000,14,2,24,13,54.20%,127,9.8,1,8,41.7,25,5.3,0.9,9.1,1,KaufNa00
217,Brian Mitchell,PHI,32,RB,2000,16,1,21,13,61.90%,89,6.8,1,5,38.1,21,4.2,0.8,5.6,3,MitcBr00
218,Jason Tucker,DAL,24,WR,2000,16,7,28,13,46.40%,126,9.7,0,9,39.3,18,4.5,0.8,7.9,3,TuckJa00
219,Jamel White,CLE,23,RB,2000,13,0,19,13,68.40%,100,7.7,0,3,36.8,25,5.3,1,7.7,0,WhitJa00
220,Alvis Whitted,JAX,26,WR,2000,16,3,26,13,50.00%,137,10.5,3,7,38.5,37,5.3,0.8,8.6,1,WhitAl00
221,Luther Broughton,PHI,26,TE,2000,15,1,18,12,66.70%,104,8.7,0,8,55.6,21,5.8,0.8,6.9,1,BrouLu00
222,Mark Campbell,CLE,25,TE,2000,16,10,16,12,75.00%,80,6.7,1,2,43.8,17,5,0.8,5,0,CampMa00
223,Anthony Johnson,JAX,33,RB,2000,12,3,16,12,75.00%,153,12.8,0,6,56.3,48,9.6,1,12.8,0,JohnAn00
224,Patrick Johnson,BAL,24,WR,2000,12,9,37,12,32.40%,156,13,2,8,32.4,46,4.2,1,13,0,JohnPa00
225,David LaFleur,DAL,26,TE,2000,15,10,21,12,57.10%,109,9.1,1,7,47.6,19,5.2,0.8,7.3,0,LaFlDa00
226,Cory Schlesinger,DET,28,FB,2000,16,8,18,12,66.70%,73,6.1,0,2,44.4,13,4.1,0.8,4.6,0,SchlCo00
227,Terrelle Smith,NOR,22,FB,2000,14,9,18,12,66.70%,65,5.4,0,1,50,10,3.6,0.9,4.6,1,SmitTe00
228,Chris Fuamatu-Ma'afala,PIT,23,RB,2000,7,1,16,11,68.80%,107,9.7,0,6,43.8,25,6.7,1.6,15.3,0,FuamCh00
229,Clif Groce,CIN,28,FB,2000,8,6,13,11,84.60%,45,4.1,0,2,30.8,14,3.5,1.4,5.6,0,GrocCl00
230,Emmitt Smith,DAL,31,RB,2000,16,16,14,11,78.60%,79,7.2,0,2,50,19,5.6,0.7,4.9,6,SmitEm00
231,Brandon Stokley,BAL,24,WR,2000,7,1,17,11,64.70%,184,16.7,2,10,64.7,32,10.8,1.6,26.3,0,StokBr00
232,Roland Williams,STL,25,TE,2000,16,11,25,11,44.00%,102,9.3,3,6,32,31,4.1,0.7,6.4,0,WillRo01
233,Robert Wilson,NOR,26,WR,2000,15,0,19,11,57.90%,154,14,0,8,52.6,30,8.1,0.7,10.3,0,WilsRo01
234,Zack Crockett,OAK,28,FB,2000,16,4,15,10,66.70%,62,6.2,0,3,46.7,15,4.1,0.6,3.9,0,CrocZa00
235,Chris Gedney,ARI,30,TE,2000,13,3,16,10,62.50%,75,7.5,0,5,50,24,4.7,0.8,5.8,0,GednCh00
236,Richard Huntley,PIT,28,RB,2000,13,0,19,10,52.60%,91,9.1,0,4,31.6,19,4.8,0.8,7,1,HuntRi00
237,J.J. Johnson,MIA,26,RB,2000,13,1,12,10,83.30%,61,6.1,0,2,50,11,5.1,0.8,4.7,0,JohnJ.00
238,Jim Kleinsasser,MIN,23,FB,2000,14,8,14,10,71.40%,98,9.8,0,4,35.7,21,7,0.7,7,0,KleiJi00
239,Charles Lee,GNB,23,WR,2000,15,1,21,10,47.60%,134,13.4,0,8,42.9,38,6.4,0.7,8.9,0,LeexCh00
240,Carl Pickens,TEN,30,WR,2000,9,6,29,10,34.50%,242,24.2,0,9,31,67,8.3,1.1,26.9,0,PickCa00
241,Todd Pinkston,PHI,23,WR,2000,16,1,34,10,29.40%,181,18.1,0,7,26.5,45,5.3,0.6,11.3,0,PinkTo00
242,Walter Rasby,DET,28,TE,2000,16,8,15,10,66.70%,78,7.8,1,6,53.3,17,5.2,0.6,4.9,0,RasbWa00
243,Andre Reed,WAS,36,WR,2000,13,0,18,10,55.60%,103,10.3,1,8,44.4,21,5.7,0.8,7.9,0,ReedAn00
244,Jeff Thomason,PHI,31,TE,2000,16,5,14,10,71.40%,46,4.6,5,6,64.3,11,3.3,0.6,2.9,0,ThomJe00
245,Justin Watson,STL,25,RB,2000,14,2,11,10,90.90%,56,5.6,0,1,45.5,15,5.1,0.7,4,0,WatsJu00
246,Jed Weaver,MIA,24,TE,2000,16,0,15,10,66.70%,179,17.9,0,8,66.7,41,11.9,0.6,11.2,1,WeavJe00
247,Dez White,CHI,21,WR,2000,15,0,22,10,45.50%,87,8.7,1,2,18.2,25,4,0.7,5.8,1,WhitDe00
248,John Allred,CHI,26,TE,2000,5,3,15,9,60.00%,109,12.1,1,5,53.3,25,7.3,1.8,21.8,0,AllrJo00
249,Na Brown,PHI,23,WR,2000,14,2,19,9,47.40%,80,8.9,1,6,47.4,18,4.2,0.6,5.7,0,BrowNa00
250,Tony Carter,NWE,28,FB,2000,16,6,15,9,60.00%,73,8.1,0,3,33.3,21,4.9,0.6,4.6,0,CartTo00
251,Ben Coates,BAL,31,TE,2000,16,9,18,9,50.00%,84,9.3,0,3,33.3,28,4.7,0.6,5.3,0,CoatBe00
252,JaJuan Dawson,CLE,23,WR,2000,2,2,14,9,64.30%,97,10.8,1,6,57.1,26,6.9,4.5,48.5,0,DawsJa00
253,Lorenzo Neal,TEN,30,FB,2000,16,6,13,9,69.20%,31,3.4,2,3,38.5,8,2.4,0.6,1.9,0,NealLo00
254,De'Mond Parker,GNB,24,RB,2000,8,0,12,9,75.00%,50,5.6,0,3,50,10,4.2,1.1,6.3,0,ParkDe00
255,Bernie Parmalee,NYJ,33,RB,2000,14,0,13,9,69.20%,66,7.3,0,2,38.5,18,5.1,0.6,4.7,0,ParmBe00
256,Michael Westbrook,WAS,28,WR,2000,2,2,13,9,69.20%,103,11.4,0,7,69.2,21,7.9,4.5,51.5,0,WestMi00
257,Dan Campbell,NYG,24,TE,2000,16,5,13,8,61.50%,46,5.8,3,5,46.2,13,3.5,0.5,2.9,1,CampDa00
258,Darrin Chiaverini,CLE,23,WR,2000,10,2,22,8,36.40%,68,8.5,1,4,27.3,18,3.1,0.8,6.8,1,ChiaDa00
259,Troy Drayton,KAN,30,TE,2000,16,1,9,8,88.90%,70,8.8,2,5,77.8,21,7.8,0.5,4.4,0,DrayTr00
260,Curtis Enis,CHI,24,FB,2000,12,5,11,8,72.70%,68,8.5,0,5,45.5,18,6.2,0.7,5.7,0,EnisCu00
261,Robert Holcombe,STL,25,FB,2000,14,9,12,8,66.70%,90,11.3,1,5,66.7,19,7.5,0.6,6.4,0,HolcRo00
262,Sedrick Irvin,DET,22,RB,2000,6,0,12,8,66.70%,90,11.3,0,4,50,18,7.5,1.3,15,1,IrviSe00
263,Andrew Jordan,MIN,28,TE,2000,16,4,15,8,53.30%,63,7.9,0,2,40,12,4.2,0.5,3.9,0,JordAn00
264,Mike Sellers,WAS,25,TE,2000,15,6,11,8,72.70%,78,9.8,2,6,54.5,24,7.1,0.5,5.2,0,SellMi00
265,Brian Stablein,DET,30,WR,2000,14,4,12,8,66.70%,53,6.6,0,3,50,11,4.4,0.6,3.8,1,StabBr00
266,Rodney Thomas,TEN,27,RB,2000,16,0,11,8,72.70%,35,4.4,1,2,27.3,9,3.2,0.5,2.2,1,ThomRo00
267,James Williams,SEA,22,WR,2000,10,0,16,8,50.00%,99,12.4,0,6,43.8,18,6.2,0.8,9.9,0,WillJa01
268,Bert Emanuel,MIA,30,WR,2000,11,0,21,7,33.30%,132,18.9,1,5,33.3,53,6.3,0.6,12,1,EmanBe00
269,Brian Finneran,ATL,24,WR,2000,12,0,14,7,50.00%,60,8.6,0,3,28.6,14,4.3,0.6,5,0,FinnBr00
270,Nick Luchey,CIN,23,FB,2000,14,4,19,7,36.80%,84,12,0,4,26.3,20,4.4,0.5,6,2,WillNi00
271,Karsten Bailey,SEA,23,WR,2000,9,0,14,6,42.90%,62,10.3,1,5,42.9,22,4.4,0.7,6.9,0,BailKa00
272,Bobby Collins,BUF,24,TE,2000,12,2,10,6,60.00%,72,12,0,3,60,23,7.2,0.5,6,0,CollBo00
273,Ron Dixon,NYG,24,WR,2000,12,0,24,6,25.00%,92,15.3,1,5,20.8,34,3.8,0.5,7.7,0,DixoRo00
274,Kevin Dyson,TEN,25,WR,2000,2,2,11,6,54.50%,104,17.3,1,5,54.5,30,9.5,3,52,0,DysoKe00
275,Sam Gash,BAL,31,FB,2000,15,4,11,6,54.50%,30,5,1,1,18.2,9,2.7,0.4,2,0,GashSa00
276,Hunter Goodwin,MIA,28,TE,2000,16,16,13,6,46.20%,36,6,1,2,38.5,9,2.8,0.4,2.3,0,GoodHu00
277,Patrick Hape,TAM,26,TE,2000,16,2,13,6,46.20%,39,6.5,0,1,30.8,13,3,0.4,2.4,0,HapePa00
278,Windrell Hayes,NYJ,24,WR,2000,8,1,19,6,31.60%,126,21,0,6,31.6,32,6.6,0.8,15.8,0,HayeWi00
279,Steve Heiden,SDG,24,TE,2000,15,3,12,6,50.00%,32,5.3,1,2,33.3,10,2.7,0.4,2.1,0,HeidSt00
280,Joel Makovicka,ARI,25,FB,2000,14,10,9,6,66.70%,18,3,0,3,33.3,5,2,0.4,1.3,0,MakoJo00
281,Jerald Sowell,NYJ,26,FB,2000,16,0,7,6,85.70%,84,14,0,2,57.1,62,12,0.4,5.3,0,SoweJe00
282,Shaun Alexander,SEA,23,RB,2000,16,1,11,5,45.50%,41,8.2,0,2,18.2,18,3.7,0.3,2.6,2,AlexSh00
283,Michael Bates*,CAR,31,RB,2000,16,0,8,5,62.50%,38,7.6,0,1,25,23,4.8,0.3,2.4,4,BateMi00
284,Chris Calloway,NWE,32,WR,2000,7,2,10,5,50.00%,95,19,0,5,50,28,9.5,0.7,13.6,0,CallCh00
285,Ernie Conwell,STL,28,TE,2000,16,1,9,5,55.60%,40,8,0,3,33.3,17,4.4,0.3,2.5,0,ConwEr00
286,Lamont Hall,NOR,26,TE,2000,16,5,7,5,71.40%,33,6.6,1,4,57.1,13,4.7,0.3,2.1,0,HallLa00
287,Skip Hicks,WAS,26,RB,2000,10,1,5,5,100.00%,43,8.6,0,1,60,25,8.6,0.5,4.3,1,HickSk00
288,Curtis Jackson,NWE,27,WR,2000,5,2,12,5,41.70%,44,8.8,0,2,41.7,13,3.7,1,8.8,1,JackCu00
289,Sheldon Jackson,BUF,24,TE,2000,16,8,8,5,62.50%,36,7.2,1,3,62.5,12,4.5,0.3,2.3,0,JackSh00
290,Terry Jackson,SFO,24,FB,2000,15,1,5,5,100.00%,48,9.6,1,4,80,16,9.6,0.3,3.2,0,JackTe00
291,Dan Kreider,PIT,23,FB,2000,10,7,8,5,62.50%,42,8.4,0,2,50,14,5.3,0.5,4.2,0,KreiDa00
292,Brian Milne,NOR,27,RB,2000,16,2,5,5,100.00%,33,6.6,1,1,20,15,6.6,0.3,2.1,0,MilnBr00
293,Tywan Mitchell,ARI,25,WR,2000,10,1,11,5,45.50%,80,16,0,4,36.4,42,7.3,0.5,8,0,MitcTy00
294,Jeff Robinson,STL,30,TE,2000,16,2,6,5,83.30%,52,10.4,0,3,66.7,27,8.7,0.3,3.3,0,RobiJe00
295,Jon Witman,PIT,28,FB,2000,6,5,7,5,71.40%,33,6.6,0,2,57.1,11,4.7,0.8,5.5,0,WitmJo00
296,D'Wayne Bates,CHI,25,WR,2000,5,0,7,4,57.10%,42,10.5,0,2,28.6,18,6,0.8,8.4,0,BateDW00
297,Fred Baxter,NYJ,29,TE,2000,9,6,9,4,44.40%,22,5.5,2,2,33.3,12,2.4,0.4,2.4,0,BaxtFr00
298,Vincent Brisby,NYJ,29,WR,2000,3,1,10,4,40.00%,60,15,0,3,40,19,6,1.3,20,0,BrisVi00
299,Kwame Cavil,BUF,21,WR,2000,16,0,8,4,50.00%,66,16.5,0,3,37.5,39,8.3,0.3,4.1,0,CaviKw00
300,Casey Crawford,CAR,23,TE,2000,8,0,9,4,44.40%,47,11.8,1,3,44.4,16,5.2,0.5,5.9,0,CrawCa00
301,Howard Cross,NYG,33,TE,2000,16,11,7,4,57.10%,30,7.5,0,2,42.9,18,4.3,0.3,1.9,0,CrosHo00
302,Matt Cushing,PIT,25,TE,2000,7,1,5,4,80.00%,17,4.3,0,0,0,5,3.4,0.6,2.4,0,CushMa00
303,Scott Dragos,CHI,25,TE,2000,9,2,6,4,66.70%,28,7,0,1,66.7,10,4.7,0.4,3.1,0,DragSc00
304,David Dunn,OAK,28,WR,2000,15,0,8,4,50.00%,33,8.3,0,3,37.5,14,4.1,0.3,2.2,0,DunnDa00
305,Jim Finn,IND,24,FB,2000,16,1,6,4,66.70%,13,3.3,1,1,16.7,6,2.2,0.3,0.8,1,FinnJi00
306,Joey Galloway,DAL,29,WR,2000,1,1,12,4,33.30%,62,15.5,1,4,33.3,22,5.2,4,62,0,GallJo00
307,Karl Hankton,CAR,30,WR,2000,16,0,8,4,50.00%,38,9.5,0,2,37.5,14,4.8,0.3,2.4,0,HankKa00
308,Raymont Harris,2TM,30,RB,2000,4,0,4,4,100.00%,20,5,0,0,0,16,5,1,5,0,HarrRa00
309,Damon Hodge,DAL,23,WR,2000,8,0,10,4,40.00%,60,15,0,3,40,20,6,0.5,7.5,0,HodgDa00
310,Tony Horne,STL,24,WR,2000,11,0,7,4,57.10%,32,8,2,2,57.1,18,4.6,0.4,2.9,3,HornTo00
311,Alonzo Mayes,CHI,25,TE,2000,5,3,9,4,44.40%,40,10,0,1,22.2,19,4.4,0.8,8,0,MayeAl00
312,Patrick Pass,NWE,23,FB,2000,5,2,8,4,50.00%,17,4.3,0,0,25,15,2.1,0.8,3.4,0,PassPa00
313,Daimon Shelton,JAX,28,FB,2000,16,9,10,4,40.00%,48,12,0,3,40,16,4.8,0.3,3,0,ShelDa00
314,Iheanyi Uwaezuoke,CAR,27,WR,2000,11,2,8,4,50.00%,46,11.5,0,2,37.5,21,5.8,0.4,4.2,0,UwaeIh00
315,Moe Williams,MIN,26,RB,2000,16,0,7,4,57.10%,31,7.8,0,1,42.9,12,4.4,0.3,1.9,0,WillMo00
316,Champ Bailey*,WAS,22,LCB,2000,16,16,5,3,60.00%,78,26,0,3,60,42,15.6,0.2,4.9,0,BailCh00
317,Robert Brooks,DEN,30,WR,2000,4,0,4,3,75.00%,51,17,0,3,75,25,12.8,0.8,12.8,0,BrooRo00
318,Steve Bush,CIN,26,TE,2000,16,0,5,3,60.00%,39,13,0,3,60,18,7.8,0.2,2.4,0,BushSt00
319,Billy Davis,BAL,28,WR,2000,16,1,4,3,75.00%,62,20.7,0,3,75,28,15.5,0.2,3.9,0,DaviBi00
320,Ron Dayne,NYG,22,RB,2000,16,4,3,3,100.00%,11,3.7,0,1,33.3,12,3.7,0.2,0.7,1,DaynRo00
321,Olandis Gary,DEN,25,RB,2000,1,0,5,3,60.00%,10,3.3,0,0,60,7,2,3,10,0,GaryOl00
322,Cory Geason,PIT,25,TE,2000,9,3,4,3,75.00%,66,22,0,2,75,36,16.5,0.3,7.3,0,GeasCo00
323,Chris Howard,JAX,25,RB,2000,2,1,5,3,60.00%,26,8.7,0,2,40,13,5.2,1.5,13,2,HowaCh00
324,Terry Kirby,OAK,30,RB,2000,2,0,4,3,75.00%,19,6.3,0,1,50,9,4.8,1.5,9.5,0,KirbTe00
325,Jonathan Linton,BUF,26,RB,2000,14,2,4,3,75.00%,8,2.7,1,1,25,4,2,0.2,0.6,3,LintJo00
326,Brock Olivo,DET,24,RB,2000,13,0,4,3,75.00%,50,16.7,0,3,75,19,12.5,0.2,3.8,0,OlivBr00
327,Larry Parker,KAN,24,WR,2000,16,0,4,3,75.00%,41,13.7,0,2,75,27,10.3,0.2,2.6,1,ParkLa00
328,Alfred Pupunu,DET,31,TE,2000,9,0,3,3,100.00%,32,10.7,0,1,66.7,17,10.7,0.3,3.6,0,PupuAl00
329,Mikhael Ricks,2TM,26,WR,2000,4,1,9,3,33.30%,35,11.7,0,0,0,23,3.9,0.8,8.8,0,RickMi00
330,Michael Roan,TEN,28,TE,2000,1,1,3,3,100.00%,12,4,0,0,0,6,4,3,12,0,RoanMi00
331,Antowain Smith,BUF,28,RB,2000,11,3,5,3,60.00%,20,6.7,0,1,60,9,4,0.3,1.8,1,SmitAn00
332,Ryan Wetnight,GNB,30,TE,2000,10,0,9,3,33.30%,20,6.7,0,0,0,9,2.2,0.3,2,0,WetnRy00
333,Rabih Abdullah,TAM,25,RB,2000,12,0,2,2,100.00%,14,7,0,1,50,11,7,0.2,1.2,0,AbduRa00
334,Donnell Bennett,KAN,28,RB,2000,7,2,2,2,100.00%,17,8.5,0,1,50,13,8.5,0.3,2.4,0,BennDo00
335,Will Blackwell,PIT,25,WR,2000,5,0,3,2,66.70%,23,11.5,0,1,66.7,14,7.7,0.4,4.6,0,BlacWi00
336,Chris Brazzell,DAL,24,WR,2000,9,0,4,2,50.00%,12,6,0,0,0,10,3,0.2,1.3,0,BrazCh00
337,Bobby Brown,CLE,23,WR,2000,6,0,7,2,28.60%,14,7,0,1,14.3,8,2,0.3,2.3,0,BrowBo00
338,Reggie Brown,SEA,27,RB,2000,12,1,4,2,50.00%,9,4.5,0,1,25,6,2.3,0.2,0.8,0,BrowRe00
339,Kenny Bynum,SDG,26,RB,2000,14,0,2,2,100.00%,13,6.5,0,0,50,7,6.5,0.1,0.9,0,BynuKe00
340,Mike Cloud,KAN,25,RB,2000,16,4,2,2,100.00%,16,8,0,1,50,13,8,0.1,1,0,ClouMi00
341,Dameyune Craig,CAR,26,QB,2000,4,0,3,2,66.70%,4,2,0,1,33.3,4,1.3,0.5,1,0,CraiDa00
342,Shockmain Davis,NWE,23,WR,2000,12,1,11,2,18.20%,12,6,0,1,9.1,9,1.1,0.2,1,0,DaviSh00
343,Terrell Davis,DEN,28,RB,2000,5,4,2,2,100.00%,4,2,0,0,50,5,2,0.4,0.8,1,DaviTe00
344,Thabiti Davis,NYG,25,WR,2000,13,0,5,2,40.00%,40,20,0,2,40,27,8,0.2,3.1,0,DaviTh00
345,Jason Dunn,KAN,27,TE,2000,14,2,2,2,100.00%,26,13,0,1,100,20,13,0.1,1.9,0,DunnJa00
346,Deon Dyer,MIA,23,FB,2000,16,1,2,2,100.00%,14,7,0,1,50,13,7,0.1,0.9,0,DyerDe00
347,Damon Griffin,CIN,24,WR,2000,8,0,9,2,22.20%,25,12.5,0,1,22.2,16,2.8,0.3,3.1,0,GrifDa00
348,James Hodgins,STL,23,FB,2000,15,2,2,2,100.00%,5,2.5,0,0,0,3,2.5,0.1,0.3,0,HodgJa00
349,Desmond Howard*,DET,30,WR,2000,15,0,3,2,66.70%,14,7,0,0,0,10,4.7,0.1,0.9,2,HowaDe00
350,Travis McGriff,DEN,24,WR,2000,15,0,8,2,25.00%,51,25.5,1,1,25,43,6.4,0.1,3.4,0,McGrTr00
351,Dennis McKinley,ARI,24,FB,2000,16,0,4,2,50.00%,13,6.5,0,0,0,9,3.3,0.1,0.8,0,McKiDe00
352,Donovan McNabb*,PHI,24,QB,2000,16,16,4,2,50.00%,5,2.5,0,0,0,3,1.3,0.1,0.3,7,McNaDo00
353,Jeff Ogden,MIA,25,WR,2000,16,0,3,2,66.70%,24,12,0,2,66.7,12,8,0.1,1.5,1,OgdeJe00
354,Harold Shaw,NWE,26,RB,2000,16,0,4,2,50.00%,11,5.5,0,0,25,8,2.8,0.1,0.7,0,ShawHa00
355,Paul Smith,SFO,22,RB,2000,10,0,3,2,66.70%,55,27.5,0,1,66.7,47,18.3,0.2,5.5,2,SmitPa00
356,Karl Williams,TAM,29,WR,2000,13,0,3,2,66.70%,35,17.5,0,1,33.3,27,11.7,0.2,2.7,2,WillKa00
357,Terry Allen,NOR,32,RB,2000,4,3,1,1,100.00%,7,7,0,0,0,7,7,0.3,1.8,0,AlleTe00
358,Reggie Barlow,JAX,27,WR,2000,16,0,4,1,25.00%,28,28,0,1,25,28,7,0.1,1.8,0,BarlRe00
359,Marlon Barnes,CHI,24,RB,2000,13,0,3,1,33.30%,7,7,0,0,33.3,7,2.3,0.1,0.5,1,BarnMa00
360,Trung Canidate,STL,23,RB,2000,3,0,3,1,33.30%,4,4,0,0,0,4,1.3,0.3,1.3,0,CaniTr00
361,Robert Chancey,SDG,28,RB,2000,4,3,2,1,50.00%,6,6,0,0,50,6,3,0.3,1.5,0,ChanRo20
362,Chris Chandler,ATL,35,QB,2000,14,13,1,1,100.00%,-4,-4,0,0,0,-4,-4,0.1,-0.3,7,ChanCh00
363,KaRon Coleman,DEN,22,RB,2000,9,0,3,1,33.30%,5,5,0,0,0,5,1.7,0.1,0.6,2,ColeKa00
364,Marcus Coleman,NYJ,26,RCB,2000,16,16,2,1,50.00%,45,45,1,1,50,45,22.5,0.1,2.8,1,ColeMa20
365,Reggie Davis,SDG,24,TE,2000,10,0,1,1,100.00%,8,8,0,0,0,8,8,0.1,0.8,0,DaviRe00
366,Trent Dilfer,BAL,28,QB,2000,11,8,1,1,100.00%,-1,-1,0,0,0,-1,-1,0.1,-0.1,8,DilfTr00
367,Dameane Douglas,PHI,24,WR,2000,6,0,4,1,25.00%,9,9,0,0,0,9,2.3,0.2,1.5,0,DougDa00
368,Damon Dunn,2TM,24,WR,2000,4,0,1,1,100.00%,6,6,0,0,0,6,6,0.3,1.5,1,DunnDa01
369,Jumbo Elliott,NYJ,35,T,2000,10,0,1,1,100.00%,3,3,1,1,100,3,3,0.1,0.3,0,ElliJu00
370,Zeron Flemister,WAS,24,TE,2000,5,0,2,1,50.00%,8,8,0,0,0,8,4,0.2,1.6,0,FlemZe00
371,Chris Floyd,2TM,25,RB,2000,13,0,2,1,50.00%,21,21,0,0,0,21,10.5,0.1,1.6,0,FloyCh00
372,Jammi German,ATL,26,WR,2000,9,0,4,1,25.00%,10,10,0,0,0,10,2.5,0.1,1.1,0,GermJa00
373,Herbert Goodman,GNB,23,RB,2000,5,0,1,1,100.00%,0,0,0,0,0,0,0,0.2,0,2,GoodHe00
374,Lenzie Jackson,CLE,23,WR,2000,5,0,3,1,33.30%,5,5,0,0,0,5,1.7,0.2,1,0,JackLe00
375,Nate Jacquet,2TM,25,WR,2000,12,0,3,1,33.30%,25,25,0,0,0,25,8.3,0.1,2.1,3,JacqNa00
376,Ronney Jenkins,SDG,23,RB,2000,16,0,2,1,50.00%,1,1,0,0,0,1,0.5,0.1,0.1,3,JenkRo00
377,Rob Johnson,BUF,27,QB,2000,12,11,1,1,100.00%,-6,-6,0,0,0,-6,-6,0.1,-0.5,4,JohnRo00
378,Damon Jones,JAX,26,TE,2000,1,0,1,1,100.00%,12,12,0,1,100,12,12,1,12,0,JoneDa00
379,Brian Kinchen,CAR,35,LS,2000,16,0,1,1,100.00%,7,7,0,0,0,7,7,0.1,0.4,0,KincBr00
380,Amp Lee,PHI,29,RB,2000,3,0,3,1,33.30%,20,20,0,1,33.3,20,6.7,0.3,6.7,0,LeexAm00
381,Dustin Lyman,CHI,24,TE,2000,14,7,3,1,33.30%,4,4,0,0,0,4,1.3,0.1,0.3,0,LymaDu00
382,Randall McDaniel*,TAM,36,LG,2000,16,16,2,1,50.00%,2,2,1,1,50,2,1,0.1,0.1,0,McDaRa00
383,Glyn Milburn,CHI,29,RB,2000,16,0,3,1,33.30%,8,8,0,0,0,8,2.7,0.1,0.5,4,MilbGl00
384,Billy Miller,DEN,23,TE,2000,12,0,4,1,25.00%,7,7,0,0,0,7,1.8,0.1,0.6,0,MillBi00
385,Bubba Miller,PHI,27,C,2000,16,16,1,1,100.00%,9,9,0,1,100,9,9,0.1,0.6,0,MillBu20
386,Scottie Montgomery,DEN,22,WR,2000,4,0,1,1,100.00%,10,10,0,1,100,10,10,0.3,2.5,0,MontSc00
387,Harold Morrow,MIN,27,FB,2000,16,0,1,1,100.00%,2,2,0,0,0,2,2,0.1,0.1,0,MorrHa00
388,David Palmer,MIN,28,WR,2000,6,0,1,1,100.00%,-2,-2,0,0,0,-2,-2,0.2,-0.3,1,PalmDa00
389,Daryl Porter,BUF,26,DB,2000,16,0,1,1,100.00%,44,44,0,1,100,44,44,0.1,2.8,0,PortDa20
390,Jerry Porter,OAK,22,WR,2000,12,0,2,1,50.00%,6,6,0,0,0,6,3,0.1,0.5,0,PortJe00
391,Damien Robinson,TAM,27,FS,2000,16,16,1,1,100.00%,36,36,0,1,100,36,36,0.1,2.3,0,RobiDa20
392,Tarek Saleh,CLE,26,LB,2000,16,0,2,1,50.00%,22,22,0,1,50,22,11,0.1,1.4,0,SaleTa20
